0
"Label, TN, FP, FN, TP"
"Google Common,98,5,36,3"
"Test,94,2,43,3"
"SO,126,2,14,0"
"IO,6,32,0,104"
"UI,4,51,3,84"
"Network,94,4,42,2"
"Security,134,3,5,0"
"OpenOffice Documents,136,1,5,0"
"Database,137,0,5,0"
"PDF,139,1,2,0"
"Logging,7,52,1,82"
"Latex,140,0,2,0"
