0
"Label, TN, FP, FN, TP"
"Google Common,97,6,31,8"
"Test,107,2,31,2"
"SO,128,1,13,0"
"IO,6,38,0,98"
"UI,5,43,4,90"
"Network,89,3,46,4"
"Security,137,0,5,0"
"OpenOffice Documents,135,0,7,0"
"Database,134,0,8,0"
"PDF,137,2,3,0"
"Logging,4,47,2,89"
"Latex,139,1,1,1"
