0
"Label, TN, FP, FN, TP"
"Google Common,97,8,32,5"
"Test,98,5,35,4"
"SO,131,1,9,1"
"IO,5,40,1,96"
"UI,4,53,7,78"
"Network,98,8,30,6"
"Security,133,1,8,0"
"OpenOffice Documents,137,0,5,0"
"Database,132,1,9,0"
"PDF,134,0,8,0"
"Logging,5,59,5,73"
"Latex,139,1,2,0"
