Accuracy,Acc-Score,zero_one_loss,AUC-PR,hamming loss average,Jaccard samples,Jaccard macro,Precision,Recall,Fmeasure
0.09859154929577464,14,0.9014084507042254,0.6412374126450142,0.17781690140845072,0.46061368209255527,0.4550359712230216,0.5897435897435898,0.6657894736842105,0.6254635352286774
