0
"Label, TN, FP, FN, TP"
"Google Common,98,3,37,4"
"Test,94,5,40,3"
"SO,130,2,10,0"
"IO,2,42,3,95"
"UI,2,47,5,88"
"Network,101,3,34,4"
"Security,138,2,2,0"
"OpenOffice Documents,138,1,3,0"
"Database,138,0,4,0"
"PDF,139,2,1,0"
"Logging,3,57,6,76"
"Latex,138,0,4,0"
