0
"Label, TN, FP, FN, TP"
"Google Common,98,5,35,4"
"Test,108,1,33,0"
"SO,128,1,13,0"
"IO,3,41,0,98"
"UI,3,45,2,92"
"Network,90,2,49,1"
"Security,137,0,5,0"
"OpenOffice Documents,135,0,7,0"
"Database,134,0,8,0"
"PDF,137,2,3,0"
"Logging,2,49,1,90"
"Latex,139,1,1,1"
