Accuracy,Acc-Score,zero_one_loss,AUC-PR,hamming loss average,Jaccard samples,Jaccard macro,Precision,Recall,Fmeasure
0.09859154929577464,14,0.9014084507042254,0.6228944430488667,0.1789906103286385,0.45920523138832997,0.4524236983842011,0.5874125874125874,0.6631578947368421,0.6229913473423979
