0
"Label, TN, FP, FN, TP"
"Google Common,95,8,28,11"
"Test,108,1,31,2"
"SO,128,1,13,0"
"IO,3,41,1,97"
"UI,7,41,4,90"
"Network,87,5,42,8"
"Security,137,0,5,0"
"OpenOffice Documents,135,0,7,0"
"Database,134,0,8,0"
"PDF,137,2,3,0"
"Logging,5,46,6,85"
"Latex,139,1,1,1"
