0
"Label, TN, FP, FN, TP"
"Google Common,95,4,41,2"
"Test,101,2,36,3"
"SO,130,0,12,0"
"IO,4,34,1,103"
"UI,5,43,2,92"
"Network,95,4,40,3"
"Security,140,0,2,0"
"OpenOffice Documents,139,0,3,0"
"Database,134,1,7,0"
"PDF,137,0,5,0"
"Logging,4,43,1,94"
"Latex,140,0,1,1"
