Accuracy,Acc-Score,zero_one_loss,AUC-PR,hamming loss average,Jaccard samples,Jaccard macro,Precision,Recall,Fmeasure
0.07746478873239436,11,0.9225352112676056,0.6139145647377469,0.18016431924882628,0.451224010731053,0.4438405797101449,0.5875299760191847,0.6447368421052632,0.6148055207026349
