0
"Label, TN, FP, FN, TP"
"Google Common,99,2,40,1"
"Test,96,3,41,2"
"SO,130,2,10,0"
"IO,0,44,1,97"
"UI,3,46,3,90"
"Network,102,2,37,1"
"Security,138,2,2,0"
"OpenOffice Documents,138,1,3,0"
"Database,138,0,4,0"
"PDF,139,2,1,0"
"Logging,2,58,3,79"
"Latex,138,0,4,0"
